GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
75	ACTG1P3		148				pseudo
100	ADA	ENSG00000196839	186	608958	P00813	ADA	protein-coding
146	ADRA1D	ENSG00000171873	280	104219	P25100	ADA1D	protein-coding
182	JAG1	ENSG00000101384	6188	601920	P78504	JAG1	protein-coding
191	AHCY	ENSG00000101444	343	180960	P23526	SAHH	protein-coding
434	ASIP	ENSG00000101440	745	600201	P42127	ASIP	protein-coding
514	ATP5F1E	ENSG00000124172	838	606153	P56381	ATP5E	protein-coding
551	AVP	ENSG00000101200	894	192340	P01185	NEU2	protein-coding
598	BCL2L1	ENSG00000171552	992	600039	Q07817	B2CL1	protein-coding
600	BAK1P1		996				pseudo
631	BFSP1	ENSG00000125864	1040	603307	Q12934	BFSP1	protein-coding
650	BMP2	ENSG00000125845	1069	112261	P12643	BMP2	protein-coding
655	BMP7	ENSG00000101144	1074	112267	P18075	BMP7	protein-coding
671	BPI	ENSG00000101425	1095	109195	P17213	BPI	protein-coding
937	CD24P3		1648				pseudo
955	ENTPD6	ENSG00000197586	3368	603160	O75354	ENTP6	protein-coding
958	CD40	ENSG00000101017	11919	109535	P25942	TNR5	protein-coding
994	CDC25B	ENSG00000101224	1726	116949	P30305	MPIP2	protein-coding
1002	CDH4	ENSG00000179242	1763	603006	P55283	CADH4	protein-coding
1051	CEBPB	ENSG00000172216	1834	189965	P17676	CEBPB	protein-coding
1059	CENPB	ENSG00000125817	1852	117140	P07199	CENPB	protein-coding
1114	CHGB	ENSG00000089199	1930	118920	P05060	SCG1	protein-coding
1137	CHRNA4	ENSG00000101204	1958	118504	P43681	ACHA4	protein-coding
1167	CLA3						unknown
1299	COL9A3	ENSG00000092758	2219	120270	Q14050	CO9A3	protein-coding
1434	CSE1L	ENSG00000124207	2431	601342	P55060	XPO2	protein-coding
1457	CSNK2A1	ENSG00000101266	2457	115440	P68400	CSK21	protein-coding
1469	CST1	ENSG00000170373	2473	123855	P01037	CYTN	protein-coding
1470	CST2	ENSG00000170369	2474	123856	P09228	CYTT	protein-coding
1471	CST3	ENSG00000101439	2475	604312	P01034	CYTC	protein-coding
1472	CST4	ENSG00000101441	2476	123857	P01036	CYTS	protein-coding
1473	CST5	ENSG00000170367	2477	123858	P28325	CYTD	protein-coding
1477	CSTF1	ENSG00000101138	2483	600369	Q05048	CSTF1	protein-coding
1480	CSTP1	ENSG00000228476	2486				pseudo
1481	CSTP2	ENSG00000277975	2487				pseudo
1522	CTSZ	ENSG00000101160	2547	603169	Q9UBR2	CATZ	protein-coding
1532	CYB5AP4		2575				pseudo
1591	CYP24A1	ENSG00000019186	2602	126065	Q07973	CP24A	protein-coding
1789	DNMT3B	ENSG00000088305	2979	602900	Q9UBC3	DNM3B	protein-coding
1869	E2F1	ENSG00000101412	3113	189971	Q01094	E2F1	protein-coding
1908	EDN3	ENSG00000124205	3178	131242	P14138	EDN3	protein-coding
1917	EEF1A2	ENSG00000101210	3192	602959	Q05639	EF1A2	protein-coding
1940	EEGV1						unknown
1980	EIF4EP1		3292				pseudo
2036	EPB41L1	ENSG00000088367	3378	602879	Q9H4G0	E41L1	protein-coding
2139	EYA2	ENSG00000064655	3520	601654	O00167	EYA2	protein-coding
2231	FDX1P1		3640				pseudo
2280	FKBP1A	ENSG00000088832	3711	186945	P62942	FKB1A	protein-coding
2307	FOXS1	ENSG00000179772	3735	602939	O43638	FOXS1	protein-coding
2471	FRA20A		3881				other
2472	FRA20B		3882				other
2686	GGT7	ENSG00000131067	4259	612342	Q9UJ14	GGT7	protein-coding
2691	GHRH	ENSG00000118702	4265	139190	P01286	SLIB	protein-coding
2778	GNAS	ENSG00000087460	4392	139320	P84996	ALEX	protein-coding
2797	GNRH2	ENSG00000125787	4420	602352	O43555	GON2	protein-coding
2832	NPBWR2	ENSG00000125522	4530	600731	P48146	NPBW2	protein-coding
2937	GSS	ENSG00000100983	4624	601002	P48637	GSHB	protein-coding
