GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
19	ABCA1	ENSG00000165029	29	600046	O95477	ABCA1	protein-coding
20	ABCA2	ENSG00000107331	32	600047	Q9BZC7	ABCA2	protein-coding
25	ABL1	ENSG00000097007	76	189980	P00519	ABL1	protein-coding
28	ABO	ENSG00000175164	79	110300	P16442	BGAT	protein-coding
48	ACO1	ENSG00000122729	117	100880	P21399	ACOHC	protein-coding
123	PLIN2	ENSG00000147872	248	103195	Q99541	PLIN2	protein-coding
171	AFD1						unknown
203	AK1	ENSG00000106992	361	103000	P00568	KAD1	protein-coding
210	ALAD	ENSG00000148218	395	125270	P13716	HEM2	protein-coding
216	ALDH1A1	ENSG00000165092	402	100640	P00352	AL1A1	protein-coding
219	ALDH1B1	ENSG00000137124	407	100670	P30837	AL1B1	protein-coding
229	ALDOB	ENSG00000136872	417	612724	P05062	ALDOB	protein-coding
259	AMBP	ENSG00000106927	453	176870	P02760	AMBP	protein-coding
301	ANXA1	ENSG00000135046	533	151690	P04083	ANXA1	protein-coding
304	ANXA2P2		539				pseudo
318	NUDT2	ENSG00000164978	8049	602852	P50583	AP4A	protein-coding
320	APBA1	ENSG00000107282	578	602414	Q02410	APBA1	protein-coding
360	AQP3	ENSG00000165272	636	600170	Q92482	AQP3	protein-coding
364	AQP7	ENSG00000165269	640	602974	O14520	AQP7	protein-coding
380	ARF4P1		657				pseudo
445	ASS1	ENSG00000130707	758	603470	P00966	ASSY	protein-coding
549	AUH	ENSG00000148090	890	600529	Q13825	AUHM	protein-coding
570	BAAT	ENSG00000136881	932	602938	Q14032	BAAT	protein-coding
573	BAG1	ENSG00000107262	937	601497	Q99933	BAG1	protein-coding
687	KLF9	ENSG00000119138	1123	602902	Q13886	KLF9	protein-coding
727	C5	ENSG00000106804	1331	120900	P01031	CO5	protein-coding
733	C8G	ENSG00000176919	1354	120930	P07360	CO8G	protein-coding
768	CA9	ENSG00000107159	1383	603179	Q16790	CAH9	protein-coding
774	CACNA1B	ENSG00000148408	1389	601012	Q00975	CAC1B	protein-coding
881	CCIN	ENSG00000185972	1568	603960	Q13939	CALI	protein-coding
883	KYAT1	ENSG00000171097	1564	600547	Q16773	KAT1	protein-coding
944	TNFSF8	ENSG00000106952	11938	603875	P32971	TNFL8	protein-coding
954	ENTPD2	ENSG00000054179	3364	602012	Q9Y5L3	ENTP2	protein-coding
971	CD72	ENSG00000137101	1696	107272	P21854	CD72	protein-coding
1025	CDK9	ENSG00000136807	1780	603251	P50750	CDK9	protein-coding
1029	CDKN2A	ENSG00000147889	1787	600160	Q8N726	ARF	protein-coding
1030	CDKN2B	ENSG00000147883	1788	600431	P42772	CDN2B	protein-coding
1056	CEL	ENSG00000170835	1848	114840	B4DSX9	B4DSX9	protein-coding
1057	CELP	ENSG00000170827	1849				pseudo
1164	CKS2	ENSG00000123975	2000	116901	P33552	CKS2	protein-coding
1211	CLTA	ENSG00000122705	2090	118960	P09496	CLCA	protein-coding
1218	CMD1B						unknown
1271	CNTFR	ENSG00000122756	2170	118946	P26992	CNTFR	protein-coding
1289	COL5A1	ENSG00000130635	2209	120215	P20908	CO5A1	protein-coding
1306	COL15A1	ENSG00000204291	2192	120325	P39059	COFA1	protein-coding
1317	SLC31A1	ENSG00000136868	11016	603085	O15431	COPT1	protein-coding
1318	SLC31A2	ENSG00000136867	11017	603088	O15432	COPT2	protein-coding
1384	CRAT	ENSG00000095321	2342	600184	P43155	CACP	protein-coding
1514	CTSL	ENSG00000135047	2537	116880	P07711	CATL1	protein-coding
1515	CTSV	ENSG00000136943	2538	603308	O60911	CATL2	protein-coding
1518	CTSLP8		39084				pseudo
1539	CYLC2	ENSG00000155833	2583	604035	Q14093	CYLC2	protein-coding
1612	DAPK1	ENSG00000196730	2674	600831	P53355	DAPK1	protein-coding
1620	BRINP1	ENSG00000078725	2687	602865	O60477	BRNP1	protein-coding
1621	DBH	ENSG00000123454	2689	609312	P09172	DOPO	protein-coding
1757	SARDH	ENSG00000123453	10536	604455	Q9UL12	SARDH	protein-coding
1759	DNM1	ENSG00000106976	2972	602377	Q05193	DYN1	protein-coding
1761	DMRT1	ENSG00000137090	2934	602424	Q9Y5R6	DMRT1	protein-coding
1784	DNCM			126330			other
1842	ECM2	ENSG00000106823	3154	603479	O94769	ECM2	protein-coding
1861	TOR1A	ENSG00000136827	3098	605204	O14656	TOR1A	protein-coding
1902	LPAR1	ENSG00000198121	3166	602282	Q92633	LPAR1	protein-coding
1903	S1PR3	ENSG00000213694	3167	601965	Q99500	S1PR3	protein-coding
1955	MEGF9	ENSG00000106780	3234	604268	Q9H1U4	MEGF9	protein-coding
1993	ELAVL2	ENSG00000107105	3313	601673	Q12926	ELAV2	protein-coding
2021	ENDOG	ENSG00000167136	3346	600440	Q14249	NUCG	protein-coding
2022	ENG	ENSG00000106991	3349	131195	P17813	EGLN	protein-coding
2040	STOM	ENSG00000148175	3383	133090	P27105	STOM	protein-coding
2176	FANCC	ENSG00000158169	3584	613899	Q00597	FANCC	protein-coding
2189	FANCG	ENSG00000221829	3588	602956	O15287	FANCG	protein-coding
2203	FBP1	ENSG00000165140	3606	611570	P09467	F16P1	protein-coding
2218	FKTN	ENSG00000106692	3622	607440	O75072	FKTN	protein-coding
2219	FCN1	ENSG00000085265	3623	601252	O00602	FCN1	protein-coding
2220	FCN2	ENSG00000160339	3624	601624	Q15485	FCN2	protein-coding
2298	FOXD4	ENSG00000170122	3805	601092	Q12950	FOXD4	protein-coding
2304	FOXE1	ENSG00000178919	3806	602617	O00358	FOXE1	protein-coding
2315	MLANA	ENSG00000120215	7124	605513	Q16655	MAR1	protein-coding
2356	FPGS	ENSG00000136877	3824	136510	Q05932	FOLC	protein-coding
2395	FXN	ENSG00000165060	3951	606829	Q16595	FRDA	protein-coding
2420	FRDA2						unknown
2425	FRA9A		3935				other
2426	FRA9B		3936				other
2427	FRA9C		3937				other
2428	FRA9D		3938				other
2429	FRA9E		3939				other
2430	FRA9F		3940				other
2504	FTH1P12		3982				pseudo
2516	NR5A1	ENSG00000136931	7983	184757	Q13285	STF1	protein-coding
2529	FUT7	ENSG00000180549	4018	602030	Q11130	FUT7	protein-coding
2592	GALT	ENSG00000213930	4135	606999	P07902	GALT	protein-coding
2619	GAS1	ENSG00000180447	4165	139185	P54826	GAS1	protein-coding
2649	NR6A1	ENSG00000148200	7985	602778	Q15406	NR6A1	protein-coding
2650	GCNT1	ENSG00000187210	4203	600391	Q02742	GCNT1	protein-coding
2681	GGTA1	ENSG00000204136	4253	104175			protein-coding
2683	B4GALT1	ENSG00000086062	924	137060	P15291	B4GT1	protein-coding
2731	GLDC	ENSG00000178445	4313	238300	P23378	GCSP	protein-coding
2733	GLE1	ENSG00000119392	4315	603371	Q53GS7	GLE1	protein-coding
2776	GNAQ	ENSG00000156052	4390	600998	P50148	GNAQ	protein-coding
2790	GNG10	ENSG00000242616	4402	604389	P50151	GBG10	protein-coding
2800	GOLGA1	ENSG00000136935	4424	602502	Q92805	GOGA1	protein-coding
2801	GOLGA2	ENSG00000167110	4425	602580	Q08379	GOGA2	protein-coding
2844	GPR21	ENSG00000188394	4476	601909	Q99679	GPR21	protein-coding
2889	RAPGEF1	ENSG00000107263	4568	600303	Q13905	RPGF1	protein-coding
2902	GRIN1	ENSG00000176884	4584	138249	Q05586	NMDZ1	protein-coding
2933	GSM1						unknown
2934	GSN	ENSG00000148180	4620	137350	P06396	GELS	protein-coding
3190	HNRNPK	ENSG00000165119	5044	600712	P61978	HNRPK	protein-coding
3293	HSD17B3	ENSG00000130948	5212	605573	P37058	DHB3	protein-coding
3301	DNAJA1	ENSG00000086061	5229	602837	P31689	DNJA1	protein-coding
3309	HSPA5	ENSG00000044574	5238	138120	P11021	BIP	protein-coding
3371	TNC	ENSG00000041982	5318	187380	P24821	TENA	protein-coding
3376	IARS1	ENSG00000196305	5330	600709	P41252	SYIC	protein-coding
3438	IFN1@						other
3439	IFNA1	ENSG00000197919	5417	147660	L0N195	L0N195	protein-coding
3440	IFNA2	ENSG00000188379	5423	147562	P01563	IFNA2	protein-coding
3441	IFNA4	ENSG00000236637	5425	147564	P05014	IFNA4	protein-coding
3442	IFNA5	ENSG00000147873	5426	147565	P01569	IFNA5	protein-coding
3443	IFNA6	ENSG00000120235	5427	147566	P05013	IFNA6	protein-coding
3444	IFNA7	ENSG00000214042	5428	147567	P01567	IFNA7	protein-coding
3445	IFNA8	ENSG00000120242	5429	147568	P32881	IFNA8	protein-coding
3446	IFNA10	ENSG00000186803	5418	147577	P01566	IFN10	protein-coding
3447	IFNA13	ENSG00000233816	5419	147578	A0A087WWS6	A0A087WWS6	protein-coding
3448	IFNA14	ENSG00000228083	5420	147579	P01570	IFN14	protein-coding
3449	IFNA16	ENSG00000147885	5421	147580	P05015	IFN16	protein-coding
3451	IFNA17	ENSG00000234829	5422	147583	P01571	IFN17	protein-coding
3452	IFNA21	ENSG00000137080	5424	147584	P01568	IFN21	protein-coding
3453	IFNA22P		5431				pseudo
3456	IFNB1	ENSG00000171855	5434	147640	P01574	IFNB	protein-coding
3461	IFNA11P	ENSG00000231195	5442				pseudo
3463	IFNA20P	ENSG00000226393	5444				pseudo
3467	IFNW1	ENSG00000177047	5448	147553	P05000	IFNW1	protein-coding
3469	IFNWP4		5453				pseudo
3474	IFNWP19	ENSG00000238271	5451				pseudo
3499	IGHEP2	ENSG00000254017	5524				pseudo
3517	RBPJP2		5726				pseudo
3532	IGKV1OR-2	ENSG00000156755	5761				pseudo
3590	IL11RA	ENSG00000137070	5967	600939	Q14626	I11RA	protein-coding
3641	INSL4	ENSG00000120211	6087	600910	Q14641	INSL4	protein-coding
3717	JAK2	ENSG00000096968	6192	147796	O60674	JAK2	protein-coding
3933	LCN1	ENSG00000160349	6525	151675	P31025	LCN1	protein-coding
3934	LCN2	ENSG00000148346	6526	600181	P80188	NGAL	protein-coding
4010	LMX1B	ENSG00000136944	6654	602575	O60663	LMX1B	protein-coding
4300	MLLT3	ENSG00000171843	7136	159558	P42568	AF9	protein-coding
4507	MTAP	ENSG00000099810	7413	156540	Q13126	MTAP	protein-coding
4593	MUSK	ENSG00000030304	7525	601296	O15146	MUSK	protein-coding
4686	NCBP1	ENSG00000136937	7658	600469	Q09161	NCBP1	protein-coding
4702	NDUFA8	ENSG00000119421	7692	603359	P51970	NDUA8	protein-coding
4712	NDUFB6	ENSG00000165264	7701	603322	O95139	NDUB6	protein-coding
4781	NFIB	ENSG00000147862	7785	600728	O00712	NFIB	protein-coding
4783	NFIL3	ENSG00000165030	7787	605327	Q16649	NFIL3	protein-coding
4799	NFX1	ENSG00000086102	7803	603255	Q12986	NFX1	protein-coding
4814	NINJ1	ENSG00000131669	7824	602062	Q92982	NINJ1	protein-coding
4851	NOTCH1	ENSG00000148400	7881	190198	P46531	NOTC1	protein-coding
4882	NPR2	ENSG00000159899	7944	108961	P20594	ANPRB	protein-coding
4915	NTRK2	ENSG00000148053	8032	600456	Q16620	NTRK2	protein-coding
4920	ROR2	ENSG00000169071	10257	602337	Q01974	ROR2	protein-coding
4957	ODF2	ENSG00000136811	8114	602015	Q5BJF6	ODFP2	protein-coding
4958	OMD	ENSG00000127083	8134	618926	Q99983	OMD	protein-coding
4969	OGN	ENSG00000106809	8126	602383	P20774	MIME	protein-coding
5004	ORM1	ENSG00000229314	8498	138600	P02763	A1AG1	protein-coding
5005	ORM2	ENSG00000228278	8499	138610	P19652	A1AG2	protein-coding
5047	PAEP	ENSG00000122133	8573	173310	P09466	PAEP	protein-coding
5069	PAPPA	ENSG00000182752	8602	176385	Q13219	PAPP1	protein-coding
5079	PAX5	ENSG00000196092	8619	167414	Q02548	PAX5	protein-coding
