GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
67	ACTBP7		140				pseudo
70	ACTC1	ENSG00000159251	143	102540	P68032	ACTC	protein-coding
102	ADAM10	ENSG00000137845	188	602192	O14672	ADA10	protein-coding
176	ACAN	ENSG00000157766	319	155760	P16112	PGCA	protein-coding
220	ALDH1A3	ENSG00000184254	409	600463	P47895	AL1A3	protein-coding
282	ANCR		482				other
290	ANPEP	ENSG00000166825	500	151530	P15144	AMPN	protein-coding
302	ANXA2	ENSG00000182718	537	151740	P07355	ANXA2	protein-coding
321	APBA2	ENSG00000034053	579	602712	Q99767	APBA2	protein-coding
366	AQP9	ENSG00000103569	643	602914	O43315	AQP9	protein-coding
465	ATD						unknown
567	B2M	ENSG00000166710	914	109700	P61769	B2MG	protein-coding
568	B2MR		915	109710			unknown
585	BBS4	ENSG00000140463	969	600374	Q96RK4	BBS4	protein-coding
597	BCL2A1	ENSG00000140379	991	601056	Q16548	B2LA1	protein-coding
606	NBEAP1		1007	601889			pseudo
641	BLM	ENSG00000197299	1058	604610	P54132	BLM	protein-coding
646	BNC1	ENSG00000169594	1081	601930	Q01954	BNC1	protein-coding
663	BNIP2	ENSG00000140299	1083	603292	Q12982	BNIP2	protein-coding
701	BUB1B	ENSG00000156970	1149	602860	O60566	BUB1B	protein-coding
771	CA12	ENSG00000074410	1371	603263	O43570	CAH12	protein-coding
825	CAPN3	ENSG00000092529	1480	114240	P20807	CAN3	protein-coding
936	CD24P2		1647				pseudo
981	CDAN3						unknown
1106	CHD2	ENSG00000173575	1917	602119	O14647	CHD2	protein-coding
1133	CHRM5	ENSG00000184984	1954	118496	P08912	ACM5	protein-coding
1136	CHRNA3	ENSG00000080644	1957	118503	P32297	ACHA3	protein-coding
1138	CHRNA5	ENSG00000169684	1959	118505	P30532	ACHA5	protein-coding
1139	CHRNA7	ENSG00000175344	1960	118511			protein-coding
1143	CHRNB4	ENSG00000117971	1964	118509	P30926	ACHB4	protein-coding
1159	CKMT1B	ENSG00000237289	1995	123290			protein-coding
1198	CLK3	ENSG00000179335	2071	602990	P49761	CLK3	protein-coding
1279	COL1AR		2199	120340			unknown
1381	CRABP1	ENSG00000166426	2338	180230	P29762	RABP1	protein-coding
1445	CSK	ENSG00000103653	2444	124095	P41240	CSK	protein-coding
1464	CSPG4	ENSG00000173546	2466	601172	Q6UVK1	CSPG4	protein-coding
1512	CTSH	ENSG00000103811	2535	116820	P09668	CATH	protein-coding
1543	CYP1A1	ENSG00000140465	2595	108330	P04798	CP1A1	protein-coding
1544	CYP1A2	ENSG00000140505	2596		P05177	CP1A2	protein-coding
1583	CYP11A1	ENSG00000140459	2590	118485	P05108	CP11A	protein-coding
1588	CYP19A1	ENSG00000137869	2594	107910	P11511	CP19A	protein-coding
1732	DIH1						unknown
1854	DUT	ENSG00000128951	3078	601266	P33316	DUT	protein-coding
1867	DYX1						unknown
1932	EEF1B2P1		3207				pseudo
2038	EPB42	ENSG00000166947	3381	177070	P16452	EPB42	protein-coding
2108	ETFA	ENSG00000140374	3481	608053	P13804	ETFA	protein-coding
2184	FAH	ENSG00000103876	3579	613871	P16930	FAAA	protein-coding
2200	FBN1	ENSG00000166147	3603	134797	P35555	FBN1	protein-coding
2228	FDPSP4	ENSG00000254793	3635				pseudo
2242	FES	ENSG00000182511	3657	190030	P07332	FES	protein-coding
2252	FGF7	ENSG00000140285	3685	148180	P21781	FGF7	protein-coding
2283	FKBP1AP2		3715				pseudo
2459	FRA15A		3856				other
2553	GABPB1	ENSG00000104064	4074	600610	Q06547	GABP1	protein-coding
2558	GABRA5	ENSG00000186297	4079	137142	P31644	GBRA5	protein-coding
2562	GABRB3	ENSG00000166206	4083	137192	P28472	GBRB3	protein-coding
2567	GABRG3	ENSG00000182256	4088	600233	Q99928	GBRG3	protein-coding
2585	GALK2	ENSG00000156958	4119	137028	Q01415	GALK2	protein-coding
2595	GANC	ENSG00000214013	4139	104180	Q8TET4	GANC	protein-coding
2628	GATM	ENSG00000171766	4175	602360	P50440	GATM	protein-coding
2644	GCHFR	ENSG00000137880	4194	602437	P30047	GFRP	protein-coding
2923	PDIA3	ENSG00000167004	4606	602046	P30101	PDIA3	protein-coding
2958	GTF2A2	ENSG00000140307	4647	600519	P52657	T2AG	protein-coding
3063	HCVS						unknown
3067	HDC	ENSG00000140287	4855	142704	P19113	DCHS	protein-coding
3073	HEXA	ENSG00000213614	4878	606869	P06865	HEXA	protein-coding
3175	ONECUT1	ENSG00000169856	8138	604164	Q9UBC0	HNF6	protein-coding
3402	IDDM3						unknown
3418	IDH2	ENSG00000182054	5383	147650	P48735	IDHP	protein-coding
3419	IDH3A	ENSG00000166411	5384	601149	P50213	IDH3A	protein-coding
