GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
26	AOC1	ENSG00000002726	80	104610	P19801	AOC1	protein-coding
43	ACHE	ENSG00000087085	108	100740	P22303	ACES	protein-coding
60	ACTB	ENSG00000075624	132	102630	P60709	ACTB	protein-coding
107	ADCY1	ENSG00000164742	232	103072	Q08828	ADCY1	protein-coding
117	ADCYAP1R1	ENSG00000078549	242	102981	P41586	PACR	protein-coding
165	AEBP1	ENSG00000106624	303	602981	Q8IUX7	AEBP1	protein-coding
196	AHR	ENSG00000106546	348	600253	P35869	AHR	protein-coding
231	AKR1B1	ENSG00000085662	381	103880	P15121	ALDR	protein-coding
273	AMPH	ENSG00000078053	471	600418	P49418	AMPH	protein-coding
313	AOAH	ENSG00000136250	548	102593	P28039	AOAH	protein-coding
358	AQP1	ENSG00000240583	633	107776	P29972	AQP1	protein-coding
381	ARF5	ENSG00000004059	658	103188	P84085	ARF5	protein-coding
435	ASL	ENSG00000126522	746	608310	P04424	ARLY	protein-coding
440	ASNS	ENSG00000070669	753	108370	P08243	ASNS	protein-coding
543	ALDH7A1P3		880				pseudo
563	AZGP1	ENSG00000160862	910	194460	P25311	ZA2G	protein-coding
611	OPN1SW	ENSG00000128617	1012	613522	P03999	OPSB	protein-coding
644	BLVRA	ENSG00000106605	1062	109750	P53004	BIEA	protein-coding
669	BPGM	ENSG00000172331	1093	613896	P07738	PMGE	protein-coding
673	BRAF	ENSG00000157764	1097	164757	P15056	BRAF	protein-coding
781	CACNA2D1	ENSG00000153956	1399	114204	P54289	CA2D1	protein-coding
799	CALCR	ENSG00000004948	1440	114131	P30988	CALCR	protein-coding
800	CALD1	ENSG00000122786	1441	114213	Q05682	CALD1	protein-coding
804	CALM1P2		1444				pseudo
813	CALU	ENSG00000128595	1458	603420	O43852	CALU	protein-coding
816	CAMK2B	ENSG00000058404	1461	607707	Q13554	KCC2B	protein-coding
830	CAPZA2	ENSG00000198898	1490	601571	P47755	CAZA2	protein-coding
835	CASP2	ENSG00000106144	1503	600639	P42575	CASP2	protein-coding
856	CATR1		1525	600676			ncRNA
857	CAV1	ENSG00000105974	1527	601047	Q03135	CAV1	protein-coding
858	CAV2	ENSG00000105971	1528	601048	P51636	CAV2	protein-coding
889	KRIT1	ENSG00000001631	1573	604214	O00522	KRIT1	protein-coding
908	CCT6A	ENSG00000146731	1620	104613	P40227	TCPZ	protein-coding
948	CD36	ENSG00000135218	1663	173510	P16671	CD36	protein-coding
989	SEPTIN7	ENSG00000122545	1717	603151	Q16181	SEPT7	protein-coding
1020	CDK5	ENSG00000164885	1774	123831	Q00535	CDK5	protein-coding
1021	CDK6	ENSG00000105810	1777	603368	Q00534	CDK6	protein-coding
1080	CFTR	ENSG00000001626	1884	602421	P13569	CFTR	protein-coding
1124	CHN2	ENSG00000106069	1944	602857	P52757	CHIO	protein-coding
1129	CHRM2	ENSG00000181072	1951	118493	P08172	ACM2	protein-coding
1174	AP1S1	ENSG00000106367	559	603531	P61966	AP1S1	protein-coding
1180	CLCN1	ENSG00000188037	2019	118425	P35523	CLCN1	protein-coding
1197	CLK2P1		2070				pseudo
1278	COL1A2	ENSG00000164692	2198	120160	P08123	CO1A2	protein-coding
1332	COX5BP3		2272				pseudo
1357	CPA1	ENSG00000091704	2296	114850	P15085	CBPA1	protein-coding
1358	CPA2	ENSG00000158516	2297	600688	P48052	CBPA2	protein-coding
1364	CLDN4	ENSG00000189143	2046	602909	O14493	CLD4	protein-coding
1365	CLDN3	ENSG00000165215	2045	602910	O15551	CLD3	protein-coding
1395	CRHR2	ENSG00000106113	2358	602034	Q13324	CRFR2	protein-coding
1430	CRYZP1		2421				pseudo
1523	CUX1	ENSG00000257923	2557	116896	Q13948	CASP	protein-coding
1541	CYMD						unknown
1551	CYP3A7	ENSG00000160870	2640	605340			protein-coding
1576	CYP3A4	ENSG00000160868	2637	124010	P08684	CP3A4	protein-coding
1577	CYP3A5	ENSG00000106258	2638	605325	P20815	CP3A5	protein-coding
1578	CYP3A51P	ENSG00000282277	42418				pseudo
1595	CYP51A1	ENSG00000001630	2649	601637	Q16850	CP51A	protein-coding
1607	DGKB	ENSG00000136267	2850	604070	Q9Y6T7	DGKB	protein-coding
1644	DDC	ENSG00000132437	2719	107930	P20711	DDC	protein-coding
1687	GSDME	ENSG00000105928	2810	608798	O60443	GSDME	protein-coding
1705	DFNB13						unknown
1706	DFNB14						unknown
1709	DFNB17						unknown
1738	DLD	ENSG00000091140	2898	238331	P09622	DLDH	protein-coding
1749	DLX5	ENSG00000105880	2918	600028	P56178	DLX5	protein-coding
1750	DLX6	ENSG00000006377	2919	600030	P56179	DLX6	protein-coding
1780	DYNC1I1	ENSG00000158560	2963	603772	O14576	DC1I1	protein-coding
1804	DPP6	ENSG00000130226	3010	126141	P42658	DPP6	protein-coding
1811	SLC26A3	ENSG00000091138	3018	126650	P40879	S26A3	protein-coding
1913	EEC1						unknown
1956	EGFR	ENSG00000146648	3236	131550	P00533	EGFR	protein-coding
2006	ELN	ENSG00000049540	3327	130160	P15502	ELN	protein-coding
2020	EN2	ENSG00000164778	3343	131310	P19622	HME2	protein-coding
2041	EPHA1	ENSG00000146904	3385	179610	P21709	EPHA1	protein-coding
2050	EPHB4	ENSG00000196411	3395	600011	P54760	EPHB4	protein-coding
2051	EPHB6	ENSG00000106123	3396	602757	O15197	EPHB6	protein-coding
2056	EPO	ENSG00000130427	3415	133170	P01588	EPO	protein-coding
2086	ERV3-1	ENSG00000213462	3454	131170	Q14264	ENR1	protein-coding
2115	ETV1	ENSG00000006468	3490	600541	P50549	ETV1	protein-coding
2128	EVX1	ENSG00000106038	3506	142996	P49640	EVX1	protein-coding
2146	EZH2	ENSG00000106462	3527	601573	Q15910	EZH2	protein-coding
2318	FLNC	ENSG00000128591	3756	102565	Q14315	FLNC	protein-coding
2409	FRA7B		3920				other
2410	FRA7C		3921				other
2411	FRA7D		3922				other
2412	FRA7E		3923				other
2413	FRA7F		3924				other
2414	FRA7G		3925				other
2415	FRA7H		3926				other
2416	FRA7I		3927				other
2417	FRA7J		3928				other
2617	GARS1	ENSG00000106105	4162	600287	P41250	GARS	protein-coding
