GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
14	AAMP	ENSG00000127837	18	603488	Q13685	AAMP	protein-coding
33	ACADL	ENSG00000115361	88	609576	P28330	ACADL	protein-coding
52	ACP1	ENSG00000143727	122	171500	P24666	PPAC	protein-coding
72	ACTG2	ENSG00000163017	145	102545	P63267	ACTH	protein-coding
90	ACVR1	ENSG00000115170	171	102576	Q04771	ACVR1	protein-coding
92	ACVR2A	ENSG00000121989	173	102581	P27037	AVR2A	protein-coding
98	ACYP2	ENSG00000170634	180	102595	P14621	ACYP2	protein-coding
109	ADCY3	ENSG00000138031	234	600291	O60266	ADCY3	protein-coding
119	ADD2	ENSG00000075340	244	102681	P35612	ADDB	protein-coding
151	ADRA2B	ENSG00000274286	282	104260	P18089	ADA2B	protein-coding
189	AGXT	ENSG00000172482	341	604285	P21549	AGT1	protein-coding
238	ALK	ENSG00000171094	427	105590	Q9UM73	ALK	protein-coding
248	ALPI	ENSG00000163295	437	171740	P09923	PPBI	protein-coding
250	ALPP	ENSG00000163283	439	171800	P05187	PPB1	protein-coding
251	ALPG	ENSG00000163286	441	171810	P10696	PPBN	protein-coding
274	BIN1	ENSG00000136717	1052	601248	O00499	BIN1	protein-coding
307	ANXA4	ENSG00000196975	542	106491	P09525	ANXA4	protein-coding
316	AOX1	ENSG00000138356	553	602841	Q06278	AOXA	protein-coding
338	APOB	ENSG00000084674	603	107730	P04114	APOB	protein-coding
388	RHOB	ENSG00000143878	668	165370	P62745	RHOB	protein-coding
390	RND3	ENSG00000115963	671	602924	P61587	RND3	protein-coding
425	ARVD4						unknown
447	ASS1P2	ENSG00000223922	765				pseudo
471	ATIC	ENSG00000138363	794	601731	P31939	PUR9	protein-coding
484	ATP1B3P1		807				pseudo
504	ATP5F1AP2	ENSG00000227682	828				pseudo
507	ATP5F1BP1	ENSG00000231635	831				pseudo
518	ATP5MC3	ENSG00000154518	843	602736	P48201	AT5G3	protein-coding
525	ATP6V1B1	ENSG00000116039	853	192132	P15313	VATB1	protein-coding
542	ALDH7A1P2	ENSG00000232292	879				pseudo
547	KIF1A	ENSG00000130294	888	601255	Q12756	KIF1A	protein-coding
550	AUP1	ENSG00000115307	891	602434	Q9Y679	AUP1	protein-coding
580	BARD1	ENSG00000138376	952	601593	Q99728	BARD1	protein-coding
617	BCS1L	ENSG00000074582	1020	603647	Q9Y276	BCS1	protein-coding
618	BCYRN1	ENSG00000236824	1022	606089			ncRNA
659	BMPR2	ENSG00000204217	1078	600799	Q13873	BMPR2	protein-coding
666	BOK	ENSG00000176720	1087	605404	Q9UMX3	BOK	protein-coding
678	ZFP36L2	ENSG00000152518	1108	612053	P47974	TISD	protein-coding
699	BUB1	ENSG00000169679	1148	602452	O43683	BUB1	protein-coding
785	CACNB4	ENSG00000182389	1404	601949	O00305	CACB4	protein-coding
790	CAD	ENSG00000084774	1424	114010	P27708	PYR1	protein-coding
805	CALM2	ENSG00000143933	1445	114182			protein-coding
822	CAPG	ENSG00000042493	1474	153615	P40121	CAPG	protein-coding
841	CASP8	ENSG00000064012	1509	601763	Q14790	CASP8	protein-coding
843	CASP10	ENSG00000003400	1500	601762	Q92851	CASPA	protein-coding
905	CCNT2	ENSG00000082258	1600	603862	O60583	CCNT2	protein-coding
925	CD8A	ENSG00000153563	1706	186910	P01732	CD8A	protein-coding
926	CD8B	ENSG00000172116	1707	186730	P10966	CD8B	protein-coding
927	CD8B2	ENSG00000254126	1708				protein-coding
940	CD28	ENSG00000178562	1653	186760	P10747	CD28	protein-coding
1058	CENPA	ENSG00000115163	1851	117139	P49450	CENPA	protein-coding
1123	CHN1	ENSG00000128656	1943	118423	P15882	CHIN	protein-coding
