GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
24	ABCA4	ENSG00000198691	34	601691	P78363	ABCA4	protein-coding
27	ABL2	ENSG00000143322	77	164690	P42684	ABL2	protein-coding
34	ACADM	ENSG00000117054	89	607008	P11310	ACADM	protein-coding
58	ACTA1	ENSG00000143632	129	102610	P68133	ACTS	protein-coding
78	ACTG1P6		151				pseudo
79	ACTG1P7		152				pseudo
80	ACTG1P8		153				pseudo
88	ACTN2	ENSG00000077522	164	102573	P35609	ACTN2	protein-coding
103	ADAR	ENSG00000160710	225	146920	P55265	DSRAD	protein-coding
134	ADORA1	ENSG00000163485	262	102775	P30542	AA1R	protein-coding
137	ADORA2BP1		265				pseudo
140	ADORA3	ENSG00000282608	268	600445	P0DMS8	AA3R	protein-coding
142	PARP1	ENSG00000143799	270	173870	P09874	PARP1	protein-coding
159	ADSS2	ENSG00000035687	292	103060	P30520	PURA2	protein-coding
178	AGL	ENSG00000162688	321	610860	P35573	GDE	protein-coding
183	AGT	ENSG00000135744	333		P01019	ANGT	protein-coding
204	AK2	ENSG00000004455	362	103020	P54819	KAD2	protein-coding
205	AK4	ENSG00000162433	363	103030	P27144	KAD4	protein-coding
223	ALDH9A1	ENSG00000143149	412	602733	P49189	AL9A1	protein-coding
249	ALPL	ENSG00000162551	438	171760	P05186	PPBT	protein-coding
257	ALX3	ENSG00000156150	449	606014	O95076	ALX3	protein-coding
270	AMPD1	ENSG00000116748	468	102770	P23109	AMPD1	protein-coding
271	AMPD2	ENSG00000116337	469	102771	Q01433	AMPD2	protein-coding
276	AMY1A	ENSG00000237763	474	104700	Q6NSB3	Q6NSB3	protein-coding
277	AMY1B	ENSG00000174876	475	104701			protein-coding
278	AMY1C	ENSG00000187733	476	104702			protein-coding
279	AMY2A	ENSG00000243480	477	104650	P04746	AMYP	protein-coding
280	AMY2B	ENSG00000240038	478	104660	P19961	AMY2B	protein-coding
281	AMYP1	ENSG00000227408	479				pseudo
325	APCS	ENSG00000132703	584	104770	P02743	SAMP	protein-coding
336	APOA2	ENSG00000158874	601		P02652	APOA2	protein-coding
356	FASLG	ENSG00000117560	11936	134638	P48023	TNFL6	protein-coding
375	ARF1	ENSG00000143761	652	103180	P84077	ARF1	protein-coding
389	RHOC	ENSG00000155366	669	165380	P08134	RHOC	protein-coding
405	ARNT	ENSG00000143437	700	126110	P27540	ARNT	protein-coding
460	ASTN1	ENSG00000152092	773	600904	O14525	ASTN1	protein-coding
462	SERPINC1	ENSG00000117601	775	107300	P01008	ANT3	protein-coding
467	ATF3	ENSG00000162772	785	603148	P18847	ATF3	protein-coding
473	RERE	ENSG00000142599	9965	605226	Q9P2R6	RERE	protein-coding
476	ATP1A1	ENSG00000163399	799	182310	P05023	AT1A1	protein-coding
477	ATP1A2	ENSG00000018625	800	182340	P50993	AT1A2	protein-coding
480	ATP1A4	ENSG00000132681	14073	607321	Q13733	AT1A4	protein-coding
481	ATP1B1	ENSG00000143153	804	182330	P05026	AT1B1	protein-coding
493	ATP2B4	ENSG00000058668	817	108732	P23634	AT2B4	protein-coding
515	ATP5PB	ENSG00000116459	840	603270	P24539	AT5F1	protein-coding
520	ATP5MC2P1		844				pseudo
533	ATP6V0B	ENSG00000117410	861	603717	Q99437	VATO	protein-coding
