GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
16	AARS1	ENSG00000090861	20	601065	P49588	SYAC	protein-coding
18	ABAT	ENSG00000183044	23	137150	P80404	GABT	protein-coding
21	ABCA3	ENSG00000167972	33	601615	Q99758	ABCA3	protein-coding
113	ADCY7	ENSG00000121281	238	600385	P51828	ADCY7	protein-coding
115	ADCY9	ENSG00000162104	240	603302	O60503	ADCY9	protein-coding
164	AP1G1	ENSG00000166747	555	603533	O43747	AP1G1	protein-coding
172	AFG3L1P	ENSG00000223959	314	603020			pseudo
181	AGRP	ENSG00000159723	330	602311	O00253	AGRP	protein-coding
226	ALDOA	ENSG00000149925	414	103850	P04075	ALDOA	protein-coding
267	AMFR	ENSG00000159461	463	603243	Q9UKV5	AMFR	protein-coding
343	AQP8	ENSG00000103375	642	603750	O94778	AQP8	protein-coding
353	APRT	ENSG00000198931	626	102600	P07741	APT	protein-coding
368	ABCC6	ENSG00000091262	57	603234	O95255	MRP6	protein-coding
398	ARHGDIG	ENSG00000242173	680	602844	Q99819	GDIR3	protein-coding
463	ZFHX3	ENSG00000140836	777	104155	Q15911	ZFHX3	protein-coding
487	ATP2A1	ENSG00000196296	811	108730	O14983	AT2A1	protein-coding
527	ATP6V0C	ENSG00000185883	855	108745	P27449	VATL	protein-coding
583	BBS2	ENSG00000125124	967	606151	Q9BXC9	BBS2	protein-coding
608	TNFRSF17	ENSG00000048462	11913	109545	Q02223	TNR17	protein-coding
750	GAS8-AS1	ENSG00000221819	1197	605179			ncRNA
763	CA5A	ENSG00000174990	1377	114761	P35218	CAH5A	protein-coding
764	CA5AP1	ENSG00000260133	1379				pseudo
766	CA7	ENSG00000168748	1381	114770	P43166	CAH7	protein-coding
794	CALB2	ENSG00000172137	1435	114051	P22676	CALB2	protein-coding
863	CBFA2T3	ENSG00000129993	1537	603870	O75081	MTG16	protein-coding
865	CBFB	ENSG00000067955	1539	121360	Q13951	PEBB	protein-coding
869	CBLN1	ENSG00000102924	1543	600432	P23435	CBLN1	protein-coding
899	CCNF	ENSG00000162063	1591	600227	P41002	CCNF	protein-coding
930	CD19	ENSG00000177455	1633	107265	P15391	CD19	protein-coding
999	CDH1	ENSG00000039068	1748	192090	P12830	CADH1	protein-coding
1001	CDH3	ENSG00000062038	1762	114021	P22223	CADH3	protein-coding
1003	CDH5	ENSG00000179776	1764	601120	P33151	CADH5	protein-coding
1006	CDH8	ENSG00000150394	1767	603008	P55286	CADH8	protein-coding
1009	CDH11	ENSG00000140937	1750	600023	P55287	CAD11	protein-coding
1012	CDH13	ENSG00000140945	1753	601364	P55290	CAD13	protein-coding
1013	CDH15	ENSG00000129910	1754	114019	P55291	CAD15	protein-coding
1014	CDH16	ENSG00000166589	1755	603118	O75309	CAD16	protein-coding
1039	CDR2	ENSG00000140743	1799	117340	Q01850	CDR2	protein-coding
1066	CES1	ENSG00000198848	1863	114835	P23141	EST1	protein-coding
1071	CETP	ENSG00000087237	1869	118470	P11597	CETP	protein-coding
1157	CKBP1		1993				pseudo
1186	CLCN7	ENSG00000103249	2025	602727	P51798	CLCN7	protein-coding
1201	CLN3	ENSG00000188603	2074	607042	Q13286	CLN3	protein-coding
1258	CNGB1	ENSG00000070729	2151	600724	Q14028	CNGB1	protein-coding
1327	COX4I1	ENSG00000131143	2265	123864	P13073	COX41	protein-coding
1339	COX6A2	ENSG00000156885	2279	602009	Q02221	CX6A2	protein-coding
1387	CREBBP	ENSG00000005339	2348	600140	Q92793	CBP	protein-coding
1428	CRYM	ENSG00000103316	2418	123740	Q14894	CRYM	protein-coding
1459	CSNK2A2	ENSG00000070770	2459	115442	P19784	CSK22	protein-coding
1489	CTF1	ENSG00000150281	2499	600435	Q16619	CTF1	protein-coding
1504	CTRB1	ENSG00000168925	2521	118890	P17538	CTRB1	protein-coding
1506	CTRL	ENSG00000141086	2524	118888	P40313	CTRL	protein-coding
1535	CYBA	ENSG00000051523	2577	608508	P13498	CY24A	protein-coding
1540	CYLD	ENSG00000083799	2584	605018	Q9NQC7	CYLD	protein-coding
1596	ADAM3B	ENSG00000260089	210				pseudo
1632	ECI1	ENSG00000167969	2703	600305	P42126	ECI1	protein-coding
1723	DHODH	ENSG00000102967	2867	126064	Q02127	PYRD	protein-coding
1728	NQO1	ENSG00000181019	2874		P15559	NQO1	protein-coding
1731	SEPTIN1	ENSG00000180096	2879	612897	Q8WYJ6	SEPT1	protein-coding
1773	DNASE1	ENSG00000213918	2956	125505	P24855	DNAS1	protein-coding
1775	DNASE1L2	ENSG00000167968	2958	602622	Q92874	DNSL2	protein-coding
1783	DYNC1LI2	ENSG00000135720	2966	611406	O43237	DC1L2	protein-coding
1800	DPEP1	ENSG00000015413	3002	179780	P16444	DPEP1	protein-coding
1874	E2F4	ENSG00000205250	3118	600659	Q16254	E2F4	protein-coding
1877	E4F1	ENSG00000167967	3121	603022	Q66K89	E4F1	protein-coding
2013	EMP2	ENSG00000213853	3334	602334	P54851	EMP2	protein-coding
2072	ERCC4	ENSG00000175595	3436	133520	Q92889	XPF	protein-coding
2097	ESB3		3464	133290			protein-coding
2175	FANCA	ENSG00000187741	3582	607139	O15360	FANCA	protein-coding
2294	FOXF1	ENSG00000103241	3809	601089	Q12946	FOXF1	protein-coding
2300	FOXL1	ENSG00000176678	3817	603252	Q12952	FOXL1	protein-coding
2303	FOXC2	ENSG00000176692	3801	602402	Q99958	FOXC2	protein-coding
2462	FRA16C		3859				other
2463	FRA16D		3860				other
2464	FRA16E		3861				other
2521	FUS	ENSG00000089280	4010	137070	P35637	FUS	protein-coding
2588	GALNS	ENSG00000141012	4122	612222	P34059	GALNS	protein-coding
2622	GAS8	ENSG00000141013	4166	605178	O95995	DRC4	protein-coding
2653	GCSH	ENSG00000140905	4208	238330	P23434	GCSH	protein-coding
2671	GFER	ENSG00000127554	4236	600924	P55789	ALR	protein-coding
2734	GLG1	ENSG00000090863	4316	600753	Q92896	GSLG1	protein-coding
