GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
23	ABCF1	ENSG00000204574	70	603429	Q8NE71	ABCF1	protein-coding
39	ACAT2	ENSG00000120437	94	100678	Q9BWD1	THIC	protein-coding
68	ACTBP8		141				pseudo
82	ACTG1P9		154				pseudo
106	ADCP1		229				unknown
167	CRISP1	ENSG00000124812	304	601193	P54107	CRIS1	protein-coding
177	AGER	ENSG00000204305	320	600214	Q15109	RAGE	protein-coding
199	AIF1	ENSG00000204472	352	601833	P55008	AIF1	protein-coding
202	CRYBG1	ENSG00000112297	356	601797	Q9Y4K1	CRBG1	protein-coding
262	AMD1	ENSG00000123505	457	180980	P17707	DCAM	protein-coding
383	ARG1	ENSG00000118520	663	608313	P05089	ARGI1	protein-coding
534	ATP6V1G2	ENSG00000213760	862	606853	O95670	VATG2	protein-coding
577	ADGRB3	ENSG00000135298	945	602684	O60242	AGRB3	protein-coding
578	BAK1	ENSG00000030110	949	600516	Q16611	BAK	protein-coding
594	BCKDHB	ENSG00000083123	987	248611	P21953	ODBB	protein-coding
628	BEVI						unknown
629	CFB	ENSG00000243649	1037	138470	P00751	CFAB	protein-coding
639	PRDM1	ENSG00000057657	9346	603423	O75626	PRDM1	protein-coding
653	BMP5	ENSG00000112175	1072	112265	P22003	BMP5	protein-coding
654	BMP6	ENSG00000153162	1073	112266	P22004	BMP6	protein-coding
667	DST	ENSG00000151914	1090	113810	Q03001	DYST	protein-coding
670	BPHL	ENSG00000137274	1094	603156	Q86WA6	BPHL	protein-coding
696	BTN1A1	ENSG00000124557	1135	601610	Q13410	BT1A1	protein-coding
705	BYSL	ENSG00000112578	1157	603871	Q13895	BYST	protein-coding
717	C2	ENSG00000166278	1248	613927	P06681	CO2	protein-coding
720	C4A	ENSG00000244731	1323	120810			protein-coding
721	C4B	ENSG00000224389	1324	120820			protein-coding
780	DDR1	ENSG00000204580	2730	600408	Q08345	DDR1	protein-coding
789	SLC25A20P1		1422				pseudo
860	RUNX2	ENSG00000124813	10472	600211	Q13950	RUNX2	protein-coding
892	CCNC	ENSG00000112237	1581	123838	P24863	CCNC	protein-coding
896	CCND3	ENSG00000112576	1585	123834	P30281	CCND3	protein-coding
988	CDC5L	ENSG00000096401	1743	602868	Q99459	CDC5L	protein-coding
1026	CDKN1A	ENSG00000124762	1784	116899	P38936	CDN1A	protein-coding
1041	CDSN	ENSG00000204539	1802	602593	Q15517	CDSN	protein-coding
1081	CGA	ENSG00000135346	1885	118850	P01215	GLHA	protein-coding
1192	CLIC1	ENSG00000213719	2062	602872	O00299	CLIC1	protein-coding
1204	CLNS1AP1	ENSG00000213335	2081				pseudo
1208	CLPS	ENSG00000137392	2085	120105	P04118	COL	protein-coding
1235	CCR6	ENSG00000112486	1607	601835	P51684	CCR6	protein-coding
1268	CNR1	ENSG00000118432	2159	114610	P21554	CNR1	protein-coding
1297	COL9A1	ENSG00000112280	2217	120210	P20849	CO9A1	protein-coding
1300	COL10A1	ENSG00000123500	2185	120110	Q03692	COAA1	protein-coding
1302	COL11A2	ENSG00000204248	2187	120290	P13942	COBA2	protein-coding
1303	COL12A1	ENSG00000111799	2188	120320	Q99715	COCA1	protein-coding
1310	COL19A1	ENSG00000082293	2196	120165	Q14993	COJA1	protein-coding
1331	COX5BP2	ENSG00000213111	2271				pseudo
1347	COX7A2	ENSG00000112695	2288	123996	P14406	CX7A2	protein-coding
1388	ATF6B	ENSG00000213676	2349	600984	Q99941	ATF6B	protein-coding
1432	MAPK14	ENSG00000112062	6876	600289	Q16539	MK14	protein-coding
1460	CSNK2B	ENSG00000204435	2460	115441	P67870	CSK2B	protein-coding
1490	CCN2	ENSG00000118523	2500	121009	P29279	CCN2	protein-coding
1589	CYP21A2	ENSG00000231852	2600	613815	P08686	CP21A	protein-coding
1590	CYP21A1P	ENSG00000290788	2599				pseudo
1616	DAXX	ENSG00000204209	2681	603186	Q9UER7	DAXX	protein-coding
1624	DBIP1		2692				pseudo
1769	DNAH8	ENSG00000124721	2952	603337	Q96JB1	DYH8	protein-coding
1797	DXO	ENSG00000204348	2992	605996	O77932	DXO	protein-coding
1832	DSP	ENSG00000096696	3052	125647	P15924	DESP	protein-coding
1871	E2F3	ENSG00000112242	3115	600427	O00716	E2F3	protein-coding
1906	EDN1	ENSG00000078401	3176	131240	P05305	EDN1	protein-coding
1915	EEF1A1	ENSG00000156508	3189	130590	P68104	EF1A1	protein-coding
1992	SERPINB1	ENSG00000021355	3311	130135	P30740	ILEU	protein-coding
2030	SLC29A1	ENSG00000112759	11003	602193	Q99808	S29A1	protein-coding
2037	EPB41L2	ENSG00000079819	3379	603237	O43491	E41L2	protein-coding
2045	EPHA7	ENSG00000135333	3390	602190	Q15375	EPHA7	protein-coding
2070	EYA4	ENSG00000112319	3522	603550	O95677	EYA4	protein-coding
2099	ESR1	ENSG00000091831	3467	133430	P03372	ESR1	protein-coding
2162	F13A1	ENSG00000124491	3531	134570	P00488	F13A	protein-coding
2173	FABP7	ENSG00000164434	3562	602965	O15540	FABP7	protein-coding
2178	FANCE	ENSG00000112039	3586	613976	Q9HB96	FANCE	protein-coding
2278	FIM1						other
2289	FKBP5	ENSG00000096060	3721	602623	Q13451	FKBP5	protein-coding
2295	FOXF2	ENSG00000137273	3810	603250	Q12947	FOXF2	protein-coding
2296	FOXC1	ENSG00000054598	3800	601090	Q12948	FOXC1	protein-coding
2309	FOXO3	ENSG00000118689	3821	602681	O43524	FOXO3	protein-coding
2401	FRA6A		3912				other
2402	FRA6B		3913				other
2403	FRA6C		3914				other
2404	FRA6D		3915				other
2405	FRA6E		3916				other
2406	FRA6F		3917				other
2407	FRA6G		3918				other
2444	FRK	ENSG00000111816	3955	606573	P42685	FRK	protein-coding
2507	FTH1P15		3985				pseudo
2509	FTH1P5		3996				pseudo
2519	FUCA2	ENSG00000001036	4008	136820	Q9BTY2	FUCO2	protein-coding
2534	FYN	ENSG00000010810	4037	137025	P06241	FYN	protein-coding
2550	GABBR1	ENSG00000204681	4070	603540	Q9UBS5	GABR1	protein-coding
2569	GABRR1	ENSG00000146276	4090	137161	P24046	GBRR1	protein-coding
2570	GABRR2	ENSG00000111886	4091	137162	P28476	GBRR2	protein-coding
2651	GCNT2	ENSG00000111846	4204	600429	Q8N0V5	GNT2A	protein-coding
2697	GJA1	ENSG00000152661	4274	121014	P17302	CXA1	protein-coding
