GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
118	ADD1	ENSG00000087274	243	102680	P35611	ADDA	protein-coding
124	ADH1A	ENSG00000187758	249	103700	P07327	ADH1A	protein-coding
125	ADH1B	ENSG00000196616	250	103720	P00325	ADH1B	protein-coding
126	ADH1C	ENSG00000248144	251	103730	P00326	ADH1G	protein-coding
127	ADH4	ENSG00000198099	252	103740	P08319	ADH4	protein-coding
128	ADH5	ENSG00000197894	253	103710	P11766	ADHX	protein-coding
130	ADH6	ENSG00000172955	255	103735	P28332	ADH6	protein-coding
131	ADH7	ENSG00000196344	256	600086	P40394	ADH7	protein-coding
152	ADRA2C	ENSG00000184160	283		P18825	ADA2C	protein-coding
173	AFM	ENSG00000079557	316	104145	P43652	AFAM	protein-coding
174	AFP	ENSG00000081051	317	104150	P02771	FETA	protein-coding
175	AGA	ENSG00000038002	318	613228	P20933	ASPG	protein-coding
213	ALB	ENSG00000163631	399	103600	P02768	ALBU	protein-coding
258	AMBN	ENSG00000178522	452	601259	Q9NP70	AMBN	protein-coding
287	ANK2	ENSG00000145362	493	106410	Q01484	ANK2	protein-coding
291	SLC25A4	ENSG00000151729	10990	103220	P12235	ADT1	protein-coding
303	ANXA2P1		538				pseudo
306	ANXA3	ENSG00000138772	541	106490	P12429	ANXA3	protein-coding
308	ANXA5	ENSG00000164111	543	131230	P08758	ANXA5	protein-coding
323	APBB2	ENSG00000163697	582	602710	Q92870	APBB2	protein-coding
374	AREG	ENSG00000109321	651	104640	P15514	AREG	protein-coding
399	RHOH	ENSG00000168421	686	602037	Q15669	RHOH	protein-coding
419	ART3	ENSG00000156219	725	603086	Q13508	NAR3	protein-coding
453	ASS1P8		771				pseudo
474	ATOH1	ENSG00000172238	797	601461	Q92858	ATOH1	protein-coding
485	ATP1B1P1		809				pseudo
521	ATP5ME	ENSG00000169020	846	601519	P56385	ATP5I	protein-coding
579	NKX3-2	ENSG00000109705	951	602183	P78367	NKX32	protein-coding
651	BMP3	ENSG00000152785	1070	112263	P12645	BMP3	protein-coding
658	BMPR1B	ENSG00000138696	1077	603248	O00238	BMR1B	protein-coding
683	BST1	ENSG00000109743	1118	600387	Q10588	BST1	protein-coding
685	BTC	ENSG00000174808	1121	600345	P35070	BTC	protein-coding
817	CAMK2D	ENSG00000145349	1462	607708	Q13557	KCC2D	protein-coding
836	CASP3	ENSG00000164305	1504	600636	P42574	CASP3	protein-coding
839	CASP6	ENSG00000138794	1507	601532	P55212	CASP6	protein-coding
886	CCKAR	ENSG00000163394	1570	118444	P32238	CCKAR	protein-coding
890	CCNA2	ENSG00000145386	1578	123835	P20248	CCNA2	protein-coding
901	CCNG2	ENSG00000138764	1593	603203	Q16589	CCNG2	protein-coding
950	SCARB2	ENSG00000138760	1665	602257	Q14108	SCRB2	protein-coding
952	CD38	ENSG00000004468	1667	107270	P28907	CD38	protein-coding
987	LRBA	ENSG00000198589	1742	606453	P50851	LRBA	protein-coding
1040	CDS1	ENSG00000163624	1800	603548	Q92903	CDS1	protein-coding
1047	CLGN	ENSG00000153132	2060	601858	O14967	CLGN	protein-coding
1060	CENPC	ENSG00000145241	1854	117141	Q03188	CENPC	protein-coding
1062	CENPE	ENSG00000138778	1856	117143	Q02224	CENPE	protein-coding
1182	CLCN3	ENSG00000109572	2021	600580	P51790	CLCN3	protein-coding
1259	CNGA1	ENSG00000198515	2148	123825	P29973	CNGA1	protein-coding
1330	COX5BP1		2270				pseudo
1348	COX7A2P2		2290				pseudo
1363	CPE	ENSG00000109472	2303	114855	P16870	CBPE	protein-coding
1400	CRMP1	ENSG00000072832	2365	602462	Q14194	DPYL1	protein-coding
1446	CSN1S1	ENSG00000126545	2445	115450	P47710	CASA1	protein-coding
1447	CSN2	ENSG00000135222	2447	115460	P05814	CASB	protein-coding
1448	CSN3	ENSG00000171209	2446	601695	P07498	CASK	protein-coding
1487	CTBP1	ENSG00000159692	2494	602618	Q13363	CTBP1	protein-coding
1519	CTSO	ENSG00000256043	2542	600550	P43234	CATO	protein-coding
1609	DGKQ	ENSG00000145214	2856	601207	P52824	DGKQ	protein-coding
1633	DCK	ENSG00000156136	2704	125450	P27707	DCK	protein-coding
1635	DCTD	ENSG00000129187	2710	607638	P32321	DCTD	protein-coding
1665	DHX15	ENSG00000109606	2738	603403	O43143	DHX15	protein-coding
1758	DMP1	ENSG00000152592	2932	600980	Q13316	DMP1	protein-coding
1816	DRD5	ENSG00000169676	3026	126453	P21918	DRD5	protein-coding
1834	DSPP	ENSG00000152591	3054	125485	Q9NZW4	DSPP	protein-coding
1909	EDNRA	ENSG00000151617	3179	131243	P25101	EDNRA	protein-coding
1950	EGF	ENSG00000138798	3229	131530	P01133	EGF	protein-coding
1977	EIF4E	ENSG00000151247	3287	133440	P06730	IF4E	protein-coding
1998	ELF2	ENSG00000109381	3317	619798	Q15723	ELF2	protein-coding
2028	ENPEP	ENSG00000138792	3355	138297	Q07075	AMPE	protein-coding
2044	EPHA5	ENSG00000145242	3389	600004	P54756	EPHA5	protein-coding
2069	EREG	ENSG00000124882	3443	602061	O14944	EREG	protein-coding
2110	ETFDH	ENSG00000171503	3483	231675	Q16134	ETFD	protein-coding
2121	EVC	ENSG00000072840	3497	604831	P57679	EVC	protein-coding
2160	F11	ENSG00000088926	3529	264900	P03951	FA11	protein-coding
2169	FABP2	ENSG00000145384	3556	134640	P12104	FABPI	protein-coding
2180	ACSL1	ENSG00000151726	3569	152425	P33121	ACSL1	protein-coding
2195	FAT1	ENSG00000083857	3595	600976	Q14517	FAT1	protein-coding
2243	FGA	ENSG00000171560	3661	134820	P02671	FIBA	protein-coding
2244	FGB	ENSG00000171564	3662	134830	P02675	FIBB	protein-coding
2247	FGF2	ENSG00000138685	3676	134920	P09038	FGF2	protein-coding
2250	FGF5	ENSG00000138675	3683	165190	P12034	FGF5	protein-coding
2261	FGFR3	ENSG00000068078	3690	134934	P22607	FGFR3	protein-coding
2266	FGG	ENSG00000171557	3694	134850	P02679	FIBG	protein-coding
2388	FRA4A		3900				other
2389	FRA4B		3901				other
2390	FRA4C		3902				other
2391	FRA4D		3903				other
2483	FRG1	ENSG00000109536	3954	601278	Q14331	FRG1	protein-coding
2489	FSHMD1A						unknown
2510	FTH1P21		3997				pseudo
2549	GAB1	ENSG00000109458	4066	604439	Q13480	GAB1	protein-coding
2555	GABRA2	ENSG00000151834	4076	137140	P47869	GBRA2	protein-coding
2557	GABRA4	ENSG00000109158	4078	137141	P48169	GBRA4	protein-coding
2560	GABRB1	ENSG00000163288	4081	137190	P18505	GBRB1	protein-coding
2565	GABRG1	ENSG00000163285	4086	137166	Q8N1C3	GBRG1	protein-coding
2580	GAK	ENSG00000178950	4113	602052	O14976	GAK	protein-coding
2601	GAPDHP60		4153				pseudo
2638	GC	ENSG00000145321	4187	139200	P02774	VTDB	protein-coding
2712	GK2	ENSG00000196475	4291	600148	Q14410	GLPK2	protein-coding
2713	GK3	ENSG00000229894	4292				protein-coding
2732	GLDCP1		4314				pseudo
2743	GLRB	ENSG00000109738	4329	138492	P48167	GLRB	protein-coding
2798	GNRHR	ENSG00000109163	4421	138850	P30968	GNRHR	protein-coding
2823	GPM6A	ENSG00000150625	4460	601275	P51674	GPM6A	protein-coding
2868	GRK4	ENSG00000125388	4543	137026	P32298	GRK4	protein-coding
2891	GRIA2	ENSG00000120251	4572	138247	P42262	GRIA2	protein-coding
2895	GRID2	ENSG00000152208	4576	602368	O43424	GRID2	protein-coding
2919	CXCL1	ENSG00000163739	4602	155730	P09341	GROA	protein-coding
2920	CXCL2	ENSG00000081041	4603	139110	P19875	CXCL2	protein-coding
2921	CXCL3	ENSG00000163734	4604	139111	P19876	CXCL3	protein-coding
2926	GRSF1	ENSG00000132463	4610	604851	Q12849	GRSF1	protein-coding
2964	GTF2F2P1		4654				pseudo
2982	GUCY1A1	ENSG00000164116	4685	139396	Q02108	GCYA1	protein-coding
2983	GUCY1B1	ENSG00000061918	4687	139397	Q02153	GCYB1	protein-coding
2993	GYPA	ENSG00000170180	4702	617922	P02724	GLPA	protein-coding
2994	GYPB	ENSG00000250361	4703	617923	P06028	GLPB	protein-coding
2996	GYPE	ENSG00000197465	4705	138590	P15421	GLPE	protein-coding
3015	H2AZ1	ENSG00000164032	4741	142763	P0C0S5	H2AZ	protein-coding
3031	HADHAP1	ENSG00000251596	4802				pseudo
3033	HADH	ENSG00000138796	4799	601609	Q16836	HCDH	protein-coding
3057	HCL2						unknown
3064	HTT	ENSG00000197386	4851	613004	P42858	HD	protein-coding
3083	HGFAC	ENSG00000109758	4894	604552	Q04756	HGFA	protein-coding
3093	UBE2K	ENSG00000078140	4914	602846	P61086	UBE2K	protein-coding
3148	HMGB2	ENSG00000164104	5000	163906	P26583	HMGB2	protein-coding
3166	HMX1	ENSG00000215612	5017	142992	Q9NP08	HMX1	protein-coding
3184	HNRNPD	ENSG00000138668	5036	601324	Q14103	HNRPD	protein-coding
3248	HPGD	ENSG00000164120	5154	601688	P15428	PGDH	protein-coding
3323	HSP90AA4P		5255				pseudo
3327	HSP90AB3P	ENSG00000183199	5259				pseudo
3346	HTN1	ENSG00000126550	5283	142701	P15515	HIS1	protein-coding
3347	HTN3	ENSG00000205649	5284	142702	P15516	HIS3	protein-coding
3381	IBSP	ENSG00000029559	5341	147563	P21815	SIAL	protein-coding
3425	IDUA	ENSG00000127415	5391	252800	P35475	IDUA	protein-coding
3426	CFI	ENSG00000205403	5394	217030	P05156	CFAI	protein-coding
3490	IGFBP7	ENSG00000163453	5476	602867	Q16270	IBP7	protein-coding
3512	JCHAIN	ENSG00000132465	5713	147790	P01591	IGJ	protein-coding
3516	RBPJ	ENSG00000168214	5724	147183	Q06330	SUH	protein-coding
3558	IL2	ENSG00000109471	6001	147680	P60568	IL2	protein-coding
3576	CXCL8	ENSG00000169429	6025	146930	P10145	IL8	protein-coding
3600	IL15	ENSG00000164136	5977	600554	P40933	IL15	protein-coding
3622	ING2	ENSG00000168556	6063	604215	Q9H160	ING2	protein-coding
3627	CXCL10	ENSG00000169245	10637	147310	P02778	CXL10	protein-coding
3660	IRF2	ENSG00000168310	6117	147576	P14316	IRF2	protein-coding
3791	KDR	ENSG00000128052	6307	191306	P35968	VGFR2	protein-coding
3815	KIT	ENSG00000157404	6342	164920	P10721	KIT	protein-coding
3818	KLKB1	ENSG00000164344	6371	229000	P03952	KLKB1	protein-coding
3940	LDHAP1		6536				pseudo
3954	LETM1	ENSG00000168924	6556	604407	O95202	LETM1	protein-coding
4043	LRPAP1	ENSG00000163956	6701	104225	P30533	AMRP	protein-coding
4085	MAD2L1	ENSG00000164109	6763	601467	Q13257	MD2L1	protein-coding
4086	SMAD1	ENSG00000170365	6767	601595	Q15797	SMAD1	protein-coding
4126	MANBA	ENSG00000109323	6831	609489	O00462	MANBA	protein-coding
4258	MGST2	ENSG00000085871	7063	601733	Q99735	MGST2	protein-coding
4283	CXCL9	ENSG00000138755	7098	601704	Q07325	CXCL9	protein-coding
4299	AFF1	ENSG00000172493	7135	159557	P51825	AFF1	protein-coding
4306	NR3C2	ENSG00000151623	7979	600983	P08235	MCR	protein-coding
4487	MSX1	ENSG00000163132	7391	142983	P28360	MSX1	protein-coding
4503	MT2P1		7407				pseudo
4543	MTNR1A	ENSG00000168412	7463	600665	P48039	MTR1A	protein-coding
4547	MTTP	ENSG00000138823	7467	157147	P55157	MTP	protein-coding
4589	MUC7	ENSG00000171195	7518	158375	Q8TAX7	MUC7	protein-coding
4636	MYL5	ENSG00000215375	7586	160782	Q02045	MYL5	protein-coding
4717	NDUFC1	ENSG00000109390	7705	603844	O43677	NDUC1	protein-coding
4750	NEK1	ENSG00000137601	7744	604588	Q96PY6	NEK1	protein-coding
