GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
36	ACADSB	ENSG00000196177	91	600301	P45954	ACDSB	protein-coding
59	ACTA2	ENSG00000107796	130	102620	P62736	ACTA	protein-coding
101	ADAM8	ENSG00000151651	215	602267	P78325	ADAM8	protein-coding
105	ADARB2	ENSG00000185736	227	602065	Q9NS39	RED2	protein-coding
120	ADD3	ENSG00000148700	245	601568	Q9UEY8	ADDG	protein-coding
132	ADK	ENSG00000156110	257	102750	P55263	ADK	protein-coding
150	ADRA2A	ENSG00000150594	281	104210	P08913	ADA2A	protein-coding
153	ADRB1	ENSG00000043591	285		P08588	ADRB1	protein-coding
228	ALDOAP2		416				pseudo
240	ALOX5	ENSG00000012779	435	152390	P09917	LOX5	protein-coding
288	ANK3	ENSG00000151150	494	600465	Q12955	ANK3	protein-coding
305	ANXA2P3		540				pseudo
310	ANXA7	ENSG00000138279	545	186360	P20073	ANXA7	protein-coding
311	ANXA11	ENSG00000122359	535	602572	P50995	ANX11	protein-coding
355	FAS	ENSG00000026103	11920	134637	P25445	TNR6	protein-coding
403	ARL3	ENSG00000138175	694	604695	P36405	ARL3	protein-coding
509	ATP5F1C	ENSG00000165629	833	108729	P36542	ATPG	protein-coding
544	ALDH7A1P4		881				pseudo
648	BMI1	ENSG00000168283	1066	164831			protein-coding
657	BMPR1A	ENSG00000107779	1076	601299	P36894	BMR1A	protein-coding
664	BNIP3	ENSG00000176171	1084	603293	Q12983	BNIP3	protein-coding
783	CACNB2	ENSG00000165995	1402	600003	Q08289	CACB2	protein-coding
806	CALM2P2		1447				pseudo
810	CALML3	ENSG00000178363	1452	114184	P27482	CALL3	protein-coding
818	CAMK2G	ENSG00000148660	1463	602123	Q13555	KCC2G	protein-coding
840	CASP7	ENSG00000165806	1508	601761	P55210	CASP7	protein-coding
897	CCND3P1	ENSG00000224473	1586				pseudo
953	ENTPD1	ENSG00000138185	3363	601752	P49961	ENTP1	protein-coding
982	CDB2						unknown
983	CDK1	ENSG00000170312	1722	116940	P06493	CDK1	protein-coding
1103	CHAT	ENSG00000070748	1912	118490	P28329	CLAT	protein-coding
1109	AKR1C4	ENSG00000198610	387	600451	P17516	AK1C4	protein-coding
1147	CHUK	ENSG00000213341	1974	600664	O15111	IKKA	protein-coding
1244	ABCC2	ENSG00000023839	53	601107	Q92887	MRP2	protein-coding
1305	COL13A1	ENSG00000197467	2190	120350	Q5TAT6	CODA1	protein-coding
1308	COL17A1	ENSG00000065618	2194	113811	Q9UMD9	COHA1	protein-coding
1316	KLF6	ENSG00000067082	2235	602053	Q99612	KLF6	protein-coding
1326	MAP3K8	ENSG00000107968	6860	191195	P41279	M3K8	protein-coding
1355	COX15	ENSG00000014919	2263	603646	Q7KZN9	COX15	protein-coding
1369	CPN1	ENSG00000120054	2312	603103	P15169	CBPN	protein-coding
1390	CREM	ENSG00000095794	2352	123812	Q03060	CREM	protein-coding
1488	CTBP2	ENSG00000175029	2495	602619	P56545	CTBP2	protein-coding
1517	CTSLP2		2540				pseudo
1557	CYP2C19	ENSG00000165841	2621	124020	P33261	CP2CJ	protein-coding
