GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
1	A1BG	ENSG00000121410	5	138670	P04217	A1BG	protein-coding
17	AAVS1		22				other
54	ACP5	ENSG00000102575	124	171640	P13686	PPA5	protein-coding
81	ACTN4	ENSG00000130402	166	604638	O43707	ACTN4	protein-coding
160	AP2A1	ENSG00000196961	561	601026	O95782	AP2A1	protein-coding
166	TLE5	ENSG00000104964	307	600188	Q08117	TLE5	protein-coding
208	AKT2	ENSG00000105221	392	164731	P31751	AKT2	protein-coding
268	AMH	ENSG00000104899	464	600957	P03971	MIS	protein-coding
333	APLP1	ENSG00000105290	597	104775	P51693	APLP1	protein-coding
341	APOC1	ENSG00000130208	607	107710	P02654	APOC1	protein-coding
342	APOC1P1	ENSG00000291128	608				pseudo
344	APOC2	ENSG00000234906	609	608083	P02655	APOC2	protein-coding
346	APOC4	ENSG00000267467	611	600745	P55056	APOC4	protein-coding
348	APOE	ENSG00000130203	613	107741	P02649	APOE	protein-coding
354	KLK3	ENSG00000142515	6364	176820	P07288	KLK3	protein-coding
439	GET3	ENSG00000198356	752	601913	O43681	GET3	protein-coding
470	ATHS						unknown
478	ATP1A3	ENSG00000105409	801	182350	P13637	AT1A3	protein-coding
495	ATP4A	ENSG00000105675	819	137216	P20648	ATP4A	protein-coding
513	ATP5F1D	ENSG00000099624	837	603150	P30049	ATPD	protein-coding
558	AXL	ENSG00000167601	905	109135	P30530	UFO	protein-coding
566	AZU1	ENSG00000172232	913	162815	P20160	CAP7	protein-coding
581	BAX	ENSG00000087088	959	600040	Q07812	BAX	protein-coding
587	BCAT2	ENSG00000105552	977	113530	O15382	BCAT2	protein-coding
593	BCKDHA	ENSG00000248098	986	608348	P12694	ODBA	protein-coding
602	BCL3	ENSG00000069399	998	109560	P20749	BCL3	protein-coding
610	HCN2	ENSG00000099822	4846	602781	Q9UL51	HCN2	protein-coding
634	CEACAM1	ENSG00000079385	1814	109770	P13688	CEAM1	protein-coding
645	BLVRB	ENSG00000090013	1063	600941	P30043	BLVRB	protein-coding
682	BSG	ENSG00000172270	1116	109480	P35613	BASI	protein-coding
684	BST2	ENSG00000130303	1119	600534	Q10589	BST2	protein-coding
718	C3	ENSG00000125730	1318	120700	P01024	CO3	protein-coding
728	C5AR1	ENSG00000197405	1338	113995	P21730	C5AR1	protein-coding
770	CA11	ENSG00000063180	1370	604644	O75493	CAH11	protein-coding
773	CACNA1A	ENSG00000141837	1388	601011	O00555	CAC1A	protein-coding
808	CALM3	ENSG00000160014	1449	114183	Q9BRL5	Q9BRL5	protein-coding
811	CALR	ENSG00000179218	1455	109091	P27797	CALR	protein-coding
826	CAPNS1	ENSG00000126247	1481	114170	P04632	CPNS1	protein-coding
828	CAPS	ENSG00000105519	1487	114212	Q13938	CAYP1	protein-coding
898	CCNE1	ENSG00000105173	1589	123837	P24864	CCNE1	protein-coding
933	CD22	ENSG00000012124	1643	107266	P20273	CD22	protein-coding
945	CD33	ENSG00000105383	1659	159590	P20138	CD33	protein-coding
946	SIGLEC6	ENSG00000105492	10875	604405	O43699	SIGL6	protein-coding
951	CD37	ENSG00000104894	1666	151523	P11049	CD37	protein-coding
970	CD70	ENSG00000125726	11937	602840	P32970	CD70	protein-coding
973	CD79A	ENSG00000105369	1698	112205	P11912	CD79A	protein-coding
976	ADGRE5	ENSG00000123146	1711	601211	P48960	AGRE5	protein-coding
997	CDC34	ENSG00000099804	1734	116948	P49427	UB2R1	protein-coding
1032	CDKN2D	ENSG00000129355	1790	600927	P55273	CDN2D	protein-coding
1048	CEACAM5	ENSG00000105388	1817	114890	P06731	CEAM5	protein-coding
1050	CEBPA	ENSG00000245848	1833	116897	P49715	CEBPA	protein-coding
1054	CEBPG	ENSG00000153879	1837	138972	P53567	CEBPG	protein-coding
1082	CGB3	ENSG00000104827	1886	118860			protein-coding
1084	CEACAM3	ENSG00000170956	1815	609142	P40198	CEAM3	protein-coding
1085	CEACAMP5		1827				pseudo
1086	CEACAMP11		1823				pseudo
1087	CEACAM7	ENSG00000007306	1819	619160	Q14002	CEAM7	protein-coding
1088	CEACAM8	ENSG00000124469	1820	615747	P31997	CEAM8	protein-coding
1089	CEACAM4	ENSG00000105352	1816	619159	O75871	CEAM4	protein-coding
1090	CEACAMP1	ENSG00000233681	1821				pseudo
1091	CEACAMP2		1824				pseudo
1092	CEACAMP3		1825				pseudo
1093	CEACAMP4		1826				pseudo
1094	CEACAMP6		1828				pseudo
1095	CEACAMP7	ENSG00000227349	1829				pseudo
1096	CEACAMP8		1830				pseudo
1097	CEACAMP9	ENSG00000230529	1831				pseudo
1098	CEACAMP10		1822				pseudo
1153	CIRBP	ENSG00000099622	1982	602649	Q14011	CIRBP	protein-coding
1155	TBCB	ENSG00000105254	1989	601303	Q99426	TBCB	protein-coding
1158	CKM	ENSG00000104879	1994	123310	P06732	KCRM	protein-coding
1175	AP2S1	ENSG00000042753	565	602242	P53680	AP2S1	protein-coding
1178	CLC	ENSG00000105205	2014	153310	Q05315	LEG10	protein-coding
1209	CLPTM1	ENSG00000104853	2087	604783	O96005	CLPT1	protein-coding
1264	CNN1	ENSG00000130176	2155	600806	P51911	CNN1	protein-coding
1265	CNN2	ENSG00000064666	2156	602373	Q99439	CNN2	protein-coding
1311	COMP	ENSG00000105664	2227	600310	P49747	COMP	protein-coding
1340	COX6B1	ENSG00000126267	2280	124089	P14854	CX6B1	protein-coding
1346	COX7A1	ENSG00000161281	2287	123995	P24310	CX7A1	protein-coding
1406	CRX	ENSG00000105392	2383	602225	O43186	CRX	protein-coding
1455	CSNK1G2	ENSG00000133275	2455	602214	P78368	KC1G2	protein-coding
1463	NCAN	ENSG00000130287	2465	600826	O14594	NCAN	protein-coding
1526	CXB3S						unknown
1548	CYP2A6	ENSG00000255974	2610		P11509	CP2A6	protein-coding
1549	CYP2A7	ENSG00000198077	2611	608054	P20853	CP2A7	protein-coding
1550	CYP2A7P1	ENSG00000213908	2612				pseudo
1553	CYP2A13	ENSG00000197838	2608	608055	Q16696	CP2AD	protein-coding
1555	CYP2B6	ENSG00000197408	2615	123930	P20813	CP2B6	protein-coding
1556	CYP2B7P	ENSG00000291083	2616				pseudo
1572	CYP2F1	ENSG00000197446	2632	124070	P24903	CP2F1	protein-coding
1613	DAPK3	ENSG00000167657	2676	603289	O43293	DAPK3	protein-coding
1628	DBP	ENSG00000105516	2697	124097	Q10586	DBP	protein-coding
1675	CFD	ENSG00000197766	2771	134350	P00746	CFAD	protein-coding
1725	DHPS	ENSG00000095059	2869	600944	P49366	DHYS	protein-coding
1760	DMPK	ENSG00000104936	2933	605377	Q09013	DMPK	protein-coding
1762	DMWD	ENSG00000185800	2936	609857	Q09019	DMWD	protein-coding
1777	DNASE2	ENSG00000105612	2960	126350	O00115	DNS2A	protein-coding
1785	DNM2	ENSG00000079805	2974	602378	P50570	DYN2	protein-coding
1786	DNMT1	ENSG00000130816	2976	126375	P26358	DNMT1	protein-coding
1820	ARID3A	ENSG00000116017	3031	603265	Q99856	ARI3A	protein-coding
1878	E11S						unknown
1891	ECH1	ENSG00000104823	3149	600696	Q13011	ECH1	protein-coding
1914	EEC2						unknown
1938	EEF2	ENSG00000167658	3214	130610	P13639	EF2	protein-coding
1943	EFNA2	ENSG00000099617	3222	602756	O43921	EFNA2	protein-coding
