GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
2	A2M	ENSG00000175899	7	103950	P01023	A2MG	protein-coding
3	A2MP1	ENSG00000291190	8				pseudo
32	ACACB	ENSG00000076555	85	601557	O00763	ACACB	protein-coding
35	ACADS	ENSG00000122971	90	606885	P16219	ACADS	protein-coding
41	ASIC1	ENSG00000110881	100	602866	P78348	ASIC1	protein-coding
46	ACLS						unknown
91	ACVR1B	ENSG00000135503	172	601300	P36896	ACV1B	protein-coding
94	ACVRL1	ENSG00000139567	175	601284	P37023	ACVL1	protein-coding
112	ADCY6	ENSG00000174233	237	600294	O43306	ADCY6	protein-coding
217	ALDH2	ENSG00000111275	404		P05091	ALDH2	protein-coding
225	ABCD2	ENSG00000173208	66	601081	Q9UBJ2	ABCD2	protein-coding
269	AMHR2	ENSG00000135409	465	600956	Q16671	AMHR2	protein-coding
317	APAF1	ENSG00000120868	576	602233	O14727	APAF	protein-coding
319	APOF	ENSG00000175336	615	107760	Q13790	APOF	protein-coding
339	APOBEC1	ENSG00000111701	604	600130	P41238	ABEC1	protein-coding
359	AQP2	ENSG00000167580	634	107777	P41181	AQP2	protein-coding
362	AQP5	ENSG00000161798	638	600442	P55064	AQP5	protein-coding
363	AQP6	ENSG00000086159	639	601383	Q13520	AQP6	protein-coding
377	ARF3	ENSG00000134287	654	103190	P61204	ARF3	protein-coding
397	ARHGDIB	ENSG00000111348	679	602843	P52566	GDIR2	protein-coding
400	ARL1	ENSG00000120805	692	603425	P40616	ARL1	protein-coding
420	ART4	ENSG00000111339	726	110600	Q93070	NAR4	protein-coding
429	ASCL1	ENSG00000139352	738	100790	P50553	ASCL1	protein-coding
459	ASS1P14	ENSG00000257316	764				pseudo
466	ATF1	ENSG00000123268	783	123803	P18846	ATF1	protein-coding
488	ATP2A2	ENSG00000174437	812	108740	P16615	AT2A2	protein-coding
490	ATP2B1	ENSG00000070961	814	108731	P20020	AT2B1	protein-coding
506	ATP5F1B	ENSG00000110955	830	102910	P06576	ATPB	protein-coding
