GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
38	ACAT1	ENSG00000075239	93	607809	P24752	THIL	protein-coding
53	ACP2	ENSG00000134575	123	171650	P11117	PPAL	protein-coding
56	ACRV1	ENSG00000134940	127	102525	P26436	ASPX	protein-coding
89	ACTN3	ENSG00000248746	165	102574	Q08043	ACTN3	protein-coding
133	ADM	ENSG00000148926	259	103275	P35318	ADML	protein-coding
156	GRK2	ENSG00000173020	289	109635	P25098	ARBK1	protein-coding
161	AP2A2	ENSG00000183020	562	607242	O94973	AP2A2	protein-coding
187	APLNR	ENSG00000134817	339	600052	P35414	APJ	protein-coding
221	ALDH3B1	ENSG00000006534	410	600466	P43353	AL3B1	protein-coding
222	ALDH3B2	ENSG00000132746	411	601917			protein-coding
272	AMPD3	ENSG00000133805	470	102772	Q01432	AMPD3	protein-coding
322	APBB1	ENSG00000166313	581	602709	O00213	APBB1	protein-coding
329	BIRC2	ENSG00000110330	590	601712	Q13490	BIRC2	protein-coding
330	BIRC3	ENSG00000023445	591	601721	Q13489	BIRC3	protein-coding
334	APLP2	ENSG00000084234	598	104776	Q06481	APLP2	protein-coding
335	APOA1	ENSG00000118137	600	107680	P02647	APOA1	protein-coding
337	APOA4	ENSG00000110244	602	107690	P06727	APOA4	protein-coding
345	APOC3	ENSG00000110245	610	107720	P02656	APOC3	protein-coding
372	ARCN1	ENSG00000095139	649	600820	P48444	COPD	protein-coding
391	RHOG	ENSG00000177105	672	179505	P84095	RHOG	protein-coding
392	ARHGAP1	ENSG00000175220	673	602732	Q07960	RHG01	protein-coding
401	PHOX2A	ENSG00000165462	691	602753	O14813	PHX2A	protein-coding
402	ARL2	ENSG00000213465	693	601175	P36404	ARL2	protein-coding
406	BMAL1	ENSG00000133794	701	602550	O00327	BMAL1	protein-coding
408	ARRB1	ENSG00000137486	711	107940	P49407	ARRB1	protein-coding
417	ART1	ENSG00000129744	723	601625	P52961	NAR1	protein-coding
418	ART2P		724				pseudo
430	ASCL2	ENSG00000183734	739	601886	Q99929	ASCL2	protein-coding
472	ATM	ENSG00000149311	795	607585	Q13315	ATM	protein-coding
486	FXYD2	ENSG00000137731	4026	601814	P54710	ATNG	protein-coding
572	BAD	ENSG00000002330	936	603167	Q92934	BAD	protein-coding
582	BBS1	ENSG00000174483	966	209901	Q8NFJ9	BBS1	protein-coding
595	CCND1	ENSG00000110092	1582	168461	P24385	CCND1	protein-coding
601	BAK1P2		997				pseudo
627	BDNF	ENSG00000176697	1033	113505	P23560	BDNF	protein-coding
643	CXCR5	ENSG00000160683	1060	601613	P32302	CXCR5	protein-coding
710	SERPING1	ENSG00000149131	1228	606860	P05155	IC1	protein-coding
726	CAPN5	ENSG00000149260	1482	602537	O15484	CAN5	protein-coding
738	VPS51	ENSG00000149823	1172	615738	Q9UID3	VPS51	protein-coding
740	MRPL49	ENSG00000149792	1176	606866	Q13405	RM49	protein-coding
741	ZNHIT2	ENSG00000174276	1177	604575	Q9UHR6	ZNHI2	protein-coding
744	MPPED2	ENSG00000066382	1180	600911	Q15777	MPPD2	protein-coding
745	MYRF	ENSG00000124920	1181	608329	Q9Y2G1	MYRF	protein-coding
746	TMEM258	ENSG00000134825	1164	617615	P61165	TM258	protein-coding
747	DAGLA	ENSG00000134780	1165	614015	Q9Y4D2	DGLA	protein-coding
796	CALCA	ENSG00000110680	1437	114130	P06881	CALCA	protein-coding
797	CALCB	ENSG00000175868	1438	114160	P10092	CALCB	protein-coding
798	CALCP	ENSG00000253179	1439				pseudo
823	CAPN1	ENSG00000014216	1476	114220	P07384	CAN1	protein-coding
833	CARS1	ENSG00000110619	1493	123859	P49589	SYCC	protein-coding
834	CASP1	ENSG00000137752	1499	147678	P29466	CASP1	protein-coding
837	CASP4	ENSG00000196954	1505	602664	P49662	CASP4	protein-coding
838	CASP5	ENSG00000137757	1506	602665	P51878	CASP5	protein-coding
847	CAT	ENSG00000121691	1516	115500	P04040	CATA	protein-coding
867	CBL	ENSG00000110395	1541	165360	P22681	CBL	protein-coding
871	SERPINH1	ENSG00000149257	1546	600943	P50454	SERPH	protein-coding
887	CCKBR	ENSG00000110148	1571	118445	P32239	GASR	protein-coding
895	CCND2P1		1584				pseudo
915	CD3D	ENSG00000167286	1673	186790	P04234	CD3D	protein-coding
916	CD3E	ENSG00000198851	1674	186830	P07766	CD3E	protein-coding
917	CD3G	ENSG00000160654	1675	186740	P09693	CD3G	protein-coding
921	CD5	ENSG00000110448	1685	153340	P06127	CD5	protein-coding
923	CD6	ENSG00000013725	1691	186720	P30203	CD6	protein-coding
931	MS4A1	ENSG00000156738	7315	112210	P11836	CD20	protein-coding
932	MS4A3	ENSG00000149516	7317	606498	Q96HJ5	MS4A3	protein-coding
960	CD44	ENSG00000026508	1681	107269	P16070	CD44	protein-coding
966	CD59	ENSG00000085063	1689	107271	P13987	CD59	protein-coding
975	CD81	ENSG00000110651	1701	186845	P60033	CD81	protein-coding
977	CD151	ENSG00000177697	1630	602243	P48509	CD151	protein-coding
1028	CDKN1C	ENSG00000129757	1786	600856	P49918	CDN1C	protein-coding
1072	CFL1	ENSG00000172757	1874	601442	P23528	COF1	protein-coding
1075	CTSC	ENSG00000109861	2528	602365	P53634	CATC	protein-coding
1111	CHEK1	ENSG00000149554	1925	603078	O14757	CHK1	protein-coding
1119	CHKA	ENSG00000110721	1937	118491	P35790	CHKA	protein-coding
1128	CHRM1	ENSG00000168539	1950	118510	P11229	ACM1	protein-coding
1132	CHRM4	ENSG00000180720	1953	118495	P08173	ACM4	protein-coding
1200	TPP1	ENSG00000166340	2073	607998	O14773	TPP1	protein-coding
1207	CLNS1A	ENSG00000074201	2080	602158	P54105	ICLN	protein-coding
1262	CNGA4	ENSG00000132259	2152	609472	Q8IV77	CNGA4	protein-coding
1270	CNTF	ENSG00000242689	2169	118945	P26441	CNTF	protein-coding
1315	COPB1	ENSG00000129083	2231	600959	P53618	COPB	protein-coding
1333	COX5BP4		2273				pseudo
1351	COX8A	ENSG00000176340	2294	123870	P10176	COX8A	protein-coding
1374	CPT1A	ENSG00000110090	2328	600528	P50416	CPT1A	protein-coding
1408	CRY2	ENSG00000121671	2385	603732	Q49AN0	CRY2	protein-coding
1410	CRYAB	ENSG00000109846	2389	123590	P02511	CRYAB	protein-coding
1474	CST6	ENSG00000175315	2478	601891	Q15828	CYTM	protein-coding
1479	CSTF3	ENSG00000176102	2485	600367	Q12996	CSTF3	protein-coding
1500	CTNND1	ENSG00000198561	2515	601045	O60716	CTND1	protein-coding
1509	CTSD	ENSG00000117984	2529	116840	P07339	CATD	protein-coding
1521	CTSW	ENSG00000172543	2546	602364	P56202	CATW	protein-coding
1642	DDB1	ENSG00000167986	2717	600045	Q16531	DDB1	protein-coding
1643	DDB2	ENSG00000134574	2718	600811	Q92466	DDB2	protein-coding
1656	DDX6	ENSG00000110367	2747	600326	P26196	DDX6	protein-coding
1662	DDX10	ENSG00000178105	2735	601235	Q13206	DDX10	protein-coding
1713	DFNB20						unknown
1717	DHCR7	ENSG00000172893	2860	602858	Q9UBM7	DHCR7	protein-coding
1737	DLAT	ENSG00000150768	2896	608770	P10515	ODP2	protein-coding
1740	DLG2	ENSG00000150672	2901	603583	Q15700	DLG2	protein-coding
1798	DPAGT1	ENSG00000172269	2995	191350	Q9H3H5	GPT	protein-coding
1813	DRD2	ENSG00000149295	3023	126450	P14416	DRD2	protein-coding
1815	DRD4	ENSG00000069696	3025	126452	P21917	DRD4	protein-coding
1850	DUSP8	ENSG00000184545	3074	602038	Q13202	DUS8	protein-coding
1937	EEF1G	ENSG00000254772	3213	130593	P26641	EF1G	protein-coding
1982	EIF4G2	ENSG00000110321	3297	602325	P78344	IF4G2	protein-coding
2001	ELF5	ENSG00000135374	3320	605169	Q9UKW6	ELF5	protein-coding
2011	MARK2	ENSG00000072518	3332	600526	Q7KZI7	MARK2	protein-coding
2017	CTTN	ENSG00000085733	3338	164765	Q14247	SRC8	protein-coding
2090	ESA4		3462	133220			protein-coding
2101	ESRRA	ENSG00000173153	3471	601998	P11474	ERR1	protein-coding
2113	ETS1	ENSG00000134954	3488	164720	P14921	ETS1	protein-coding
2132	EXT2	ENSG00000151348	3513	608210	Q93063	EXT2	protein-coding
2147	F2	ENSG00000180210	3535	176930	P00734	THRB	protein-coding
2188	FANCF	ENSG00000183161	3587	613897	Q9NPI8	FANCF	protein-coding
2197	FAU	ENSG00000149806	3597	134690	P62861	RS30	protein-coding
2206	MS4A2	ENSG00000149534	7316	147138	Q01362	FCERB	protein-coding
2230	FDX1	ENSG00000137714	3638	103260	P10109	ADX	protein-coding
2237	FEN1	ENSG00000168496	3650	600393	P39748	FEN1	protein-coding
2248	FGF3	ENSG00000186895	3681	164950	P11487	FGF3	protein-coding
2249	FGF4	ENSG00000075388	3682	164980	P08620	FGF4	protein-coding
2286	FKBP2	ENSG00000173486	3718	186946	P26885	FKBP2	protein-coding
2313	FLI1	ENSG00000151702	3749	193067	Q01543	FLI1	protein-coding
2346	FOLH1	ENSG00000086205	3788	600934	Q04609	FOLH1	protein-coding
2348	FOLR1	ENSG00000110195	3791	136430	P15328	FOLR1	protein-coding
2350	FOLR2	ENSG00000165457	3793	136425	P14207	FOLR2	protein-coding
2352	FOLR3	ENSG00000110203	3795	602469	P41439	FOLR3	protein-coding
2440	FRA11C		3838				other
2441	FRA11D		3839				other
2442	FRA11E		3840				other
2443	FRA11F		3841				other
2445	FRA11G		3842				other
2446	FRA11H		3843				other
2447	FRA11I		3844				other
2488	FSHB	ENSG00000131808	3964	136530	P01225	FSHB	protein-coding
2495	FTH1	ENSG00000167996	3976	134770	P02794	FRIH	protein-coding
2508	FTH1P16		3986				pseudo
2526	FUT4	ENSG00000196371	4015	104230	P22083	FUT4	protein-coding
2542	SLC37A4	ENSG00000137700	4061	602671	O43826	G6PT1	protein-coding
