GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
62	ACTBP2		135				pseudo
64	ACTBP4		137				pseudo
108	ADCY2	ENSG00000078295	233	103071	Q08462	ADCY2	protein-coding
147	ADRA1B	ENSG00000170214	278	104220	P35368	ADA1B	protein-coding
154	ADRB2	ENSG00000169252	286		P07550	ADRB2	protein-coding
261	AMCN						unknown
309	ANXA6	ENSG00000197043	544	114070	P08133	ANXA6	protein-coding
324	APC	ENSG00000134982	583	611731	P25054	APC	protein-coding
373	TRIM23	ENSG00000113595	660	601747	P36406	TRI23	protein-coding
411	ARSB	ENSG00000113273	714	611542	P15848	ARSB	protein-coding
431	ASD1						unknown
454	ASS1P9	ENSG00000217791	772				pseudo
455	ASS1P10	ENSG00000215325	760				pseudo
475	ATOX1	ENSG00000177556	798	602270	O00244	ATOX1	protein-coding
501	ALDH7A1	ENSG00000164904	877	107323	P49419	AL7A1	protein-coding
541	ALDH7A1P1	ENSG00000251400	878				pseudo
635	BHMT	ENSG00000145692	1047	602888	Q93088	BHMT1	protein-coding
662	BNIP1	ENSG00000113734	1082	603291	Q12981	SEC20	protein-coding
689	BTF3	ENSG00000145741	1125	602542	P20290	BTF3	protein-coding
729	C6	ENSG00000039537	1339	217050	P13671	CO6	protein-coding
730	C7	ENSG00000112936	1346	217070	P10643	CO7	protein-coding
735	C9	ENSG00000113600	1358	120940	P02748	CO9	protein-coding
814	CAMK4	ENSG00000152495	1464	114080	Q16566	KCC4	protein-coding
815	CAMK2A	ENSG00000070808	1460	114078	Q9UQM7	KCC2A	protein-coding
819	CAMLG	ENSG00000164615	1471	601118	P49069	CAMLG	protein-coding
821	CANX	ENSG00000127022	1473	114217	P27824	CALX	protein-coding
831	CAST	ENSG00000153113	1515	114090	P20810	ICAL	protein-coding
891	CCNB1	ENSG00000134057	1579	123836	P14635	CCNB1	protein-coding
900	CCNG1	ENSG00000113328	1592	601578	P51959	CCNG1	protein-coding
902	CCNH	ENSG00000134480	1594	601953	P51946	CCNH	protein-coding
929	CD14	ENSG00000170458	1628	158120	P08571	CD14	protein-coding
972	CD74	ENSG00000019582	1697	142790	P04233	HG2A	protein-coding
995	CDC25C	ENSG00000158402	1727	157680	P30307	MPIP3	protein-coding
1004	CDH6	ENSG00000113361	1765	603007	P55285	CADH6	protein-coding
1007	CDH9	ENSG00000113100	1768	609974	Q9ULB4	CADH9	protein-coding
1008	CDH10	ENSG00000040731	1749	604555	Q9Y6N8	CAD10	protein-coding
1010	CDH12	ENSG00000154162	1751	600562	P55289	CAD12	protein-coding
1011	CDH12P2	ENSG00000249230	1752				pseudo
1016	CDH18	ENSG00000145526	1757	603019	Q13634	CAD18	protein-coding
1022	CDK7	ENSG00000134058	1778	601955	P50613	CDK7	protein-coding
1036	CDO1	ENSG00000129596	1795	603943	Q16878	CDO1	protein-coding
1044	CDX1	ENSG00000113722	1805	600746	P47902	CDX1	protein-coding
1070	CETN3	ENSG00000153140	1868	602907	O15182	CETN3	protein-coding
1074	CFL1P5		1877				pseudo
1105	CHD1	ENSG00000153922	1915	602118	O14646	CHD1	protein-coding
1160	CKMT2	ENSG00000131730	1996	123295	P17540	KCRS	protein-coding
